日付,始値,高値,安値,終値
2022年04月01日 05:30,121.737,121.737,121.703,121.703
2022年04月01日 05:40,121.704,121.723,121.673,121.701
2022年04月01日 05:50,121.701,121.716,121.597,121.677
2022年04月01日 06:00,121.597,121.694,121.597,121.627
2022年04月01日 06:10,121.627,121.695,121.627,121.695
2022年04月01日 06:20,121.695,121.695,121.693,121.695
2022年04月01日 06:30,121.695,121.695,121.694,121.695
2022年04月01日 06:40,121.695,121.705,121.691,121.695
2022年04月01日 06:50,121.695,121.705,121.663,121.671
2022年04月01日 07:00,121.687,121.796,121.687,121.773
2022年04月01日 07:10,121.773,121.811,121.767,121.796
2022年04月01日 07:20,121.796,121.802,121.685,121.717
2022年04月01日 07:30,121.716,121.756,121.699,121.721
2022年04月01日 07:40,121.721,121.77,121.72,121.732
2022年04月01日 07:50,121.731,121.751,121.704,121.746
2022年04月01日 08:00,121.746,121.815,121.746,121.813
2022年04月01日 08:10,121.812,121.854,121.789,121.852
2022年04月01日 08:20,121.851,121.91,121.826,121.861
2022年04月01日 08:30,121.861,121.873,121.81,121.824
2022年04月01日 08:40,121.824,121.842,121.776,121.791
2022年04月01日 08:50,121.793,121.798,121.736,121.742
2022年04月01日 09:00,121.742,121.95,121.74,121.897
2022年04月01日 09:10,121.897,121.957,121.846,121.913
2022年04月01日 09:20,121.914,121.986,121.901,121.959
2022年04月01日 09:30,121.959,122.053,121.937,121.985
2022年04月01日 09:40,121.985,122.02,121.944,121.967
2022年04月01日 09:50,121.967,122.194,121.967,122.115
2022年04月01日 10:00,122.113,122.194,122.072,122.1
2022年04月01日 10:10,122.101,122.139,122.07,122.11
2022年04月01日 10:20,122.11,122.229,122.094,122.211
2022年04月01日 10:30,122.211,122.233,122.126,122.135
2022年04月01日 10:40,122.136,122.211,122.115,122.206
2022年04月01日 10:50,122.207,122.374,122.188,122.327
2022年04月01日 11:00,122.328,122.416,122.315,122.331
2022年04月01日 11:10,122.332,122.343,122.276,122.284
2022年04月01日 11:20,122.283,122.368,122.267,122.332
2022年04月01日 11:30,122.333,122.436,122.332,122.382
2022年04月01日 11:40,122.382,122.559,122.355,122.492
2022年04月01日 11:50,122.492,122.688,122.484,122.654
2022年04月01日 12:00,122.654,122.73,122.589,122.632
2022年04月01日 12:10,122.632,122.706,122.575,122.688
2022年04月01日 12:20,122.689,122.701,122.597,122.613
2022年04月01日 12:30,122.612,122.707,122.601,122.696
2022年04月01日 12:40,122.696,122.719,122.625,122.64
2022年04月01日 12:50,122.641,122.655,122.6,122.625
2022年04月01日 13:00,122.625,122.629,122.45,122.545
2022年04月01日 13:10,122.546,122.547,122.448,122.499
2022年04月01日 13:20,122.499,122.563,122.467,122.552
2022年04月01日 13:30,122.552,122.595,122.502,122.503
2022年04月01日 13:40,122.503,122.538,122.438,122.535
2022年04月01日 13:50,122.535,122.6,122.487,122.599
2022年04月01日 14:00,122.6,122.65,122.564,122.598
2022年04月01日 14:10,122.597,122.619,122.525,122.529
2022年04月01日 14:20,122.527,122.551,122.505,122.518
2022年04月01日 14:30,122.521,122.522,122.375,122.436
2022年04月01日 14:40,122.436,122.444,122.329,122.408
2022年04月01日 14:50,122.407,122.408,122.357,122.389
2022年04月01日 15:00,122.389,122.389,122.36,122.36
2022年04月01日 15:00,122.389,122.389,122.249,122.28
2022年04月01日 15:10,122.28,122.345,122.265,122.28
2022年04月01日 15:20,122.28,122.38,122.241,122.355
2022年04月01日 15:30,122.355,122.405,122.338,122.387
2022年04月01日 15:40,122.387,122.406,122.329,122.368
2022年04月01日 15:50,122.367,122.491,122.367,122.463
2022年04月01日 16:00,122.463,122.529,122.42,122.471
2022年04月01日 16:10,122.472,122.625,122.469,122.601
2022年04月01日 16:20,122.601,122.645,122.577,122.608
2022年04月01日 16:30,122.605,122.625,122.47,122.491
2022年04月01日 16:40,122.491,122.555,122.462,122.476
2022年04月01日 16:50,122.476,122.64,122.425,122.624
2022年04月01日 17:00,122.625,122.725,122.62,122.679
2022年04月01日 17:10,122.679,122.76,122.634,122.692
2022年04月01日 17:20,122.693,122.695,122.522,122.547
2022年04月01日 17:30,122.547,122.598,122.497,122.5
2022年04月01日 17:40,122.502,122.575,122.476,122.575
2022年04月01日 17:50,122.575,122.597,122.511,122.567
2022年04月01日 18:00,122.568,122.569,122.378,122.387
2022年04月01日 18:10,122.383,122.45,122.355,122.417
2022年04月01日 18:20,122.417,122.501,122.411,122.486
2022年04月01日 18:30,122.486,122.536,122.395,122.414
2022年04月01日 18:40,122.414,122.436,122.364,122.434
2022年04月01日 18:50,122.434,122.462,122.401,122.452
2022年04月01日 19:00,122.452,122.496,122.446,122.449
2022年04月01日 19:10,122.448,122.483,122.366,122.389
2022年04月01日 19:20,122.389,122.426,122.349,122.394
2022年04月01日 19:30,122.394,122.41,122.329,122.355
2022年04月01日 19:40,122.354,122.406,122.347,122.383
2022年04月01日 19:50,122.383,122.434,122.382,122.423
2022年04月01日 20:00,122.423,122.456,122.384,122.416
2022年04月01日 20:10,122.416,122.475,122.415,122.447
2022年04月01日 20:20,122.446,122.488,122.435,122.461
2022年04月01日 20:30,122.46,122.494,122.445,122.464
2022年04月01日 20:40,122.463,122.464,122.38,122.421
2022年04月01日 20:50,122.421,122.463,122.418,122.449
2022年04月01日 21:00,122.45,122.517,122.439,122.496
2022年04月01日 21:10,122.496,122.504,122.452,122.497
2022年04月01日 21:20,122.498,122.585,122.339,122.377
2022年04月01日 21:30,122.332,122.788,122.332,122.762
2022年04月01日 21:40,122.763,122.781,122.656,122.698
2022年04月01日 21:50,122.7,122.815,122.691,122.793
2022年04月01日 22:00,122.793,122.798,122.613,122.701
2022年04月01日 22:10,122.701,122.803,122.699,122.792
2022年04月01日 22:20,122.791,122.985,122.791,122.982
2022年04月01日 22:30,122.981,122.996,122.892,122.907
2022年04月01日 22:40,122.907,122.96,122.869,122.898
2022年04月01日 22:50,122.897,122.996,122.896,122.922
2022年04月01日 23:00,122.907,123.036,122.804,122.819
2022年04月01日 23:10,122.819,122.873,122.793,122.8
2022年04月01日 23:20,122.8,122.922,122.797,122.91
2022年04月01日 23:30,122.911,122.972,122.855,122.875
2022年04月01日 23:40,122.875,122.914,122.804,122.814
2022年04月01日 23:50,122.815,122.868,122.796,122.832
2022年04月02日 00:00,122.834,122.932,122.822,122.932
2022年04月02日 00:10,122.931,122.937,122.81,122.841
2022年04月02日 00:20,122.84,122.85,122.741,122.806
2022年04月02日 00:30,122.806,122.828,122.723,122.746
2022年04月02日 00:40,122.746,122.756,122.635,122.642
2022年04月02日 00:50,122.642,122.671,122.546,122.596
2022年04月02日 01:00,122.596,122.611,122.544,122.583
2022年04月02日 01:10,122.583,122.629,122.577,122.578
2022年04月02日 01:20,122.577,122.615,122.547,122.615
2022年04月02日 01:30,122.615,122.615,122.509,122.546
2022年04月02日 01:40,122.546,122.578,122.526,122.57
2022年04月02日 01:50,122.571,122.583,122.529,122.567
2022年04月02日 02:00,122.567,122.577,122.495,122.506
2022年04月02日 02:10,122.506,122.546,122.475,122.5
2022年04月02日 02:20,122.499,122.538,122.481,122.53
2022年04月02日 02:30,122.53,122.589,122.506,122.585
2022年04月02日 02:40,122.585,122.593,122.541,122.549
2022年04月02日 02:50,122.548,122.548,122.546,122.547
2022年04月02日 02:50,122.548,122.575,122.526,122.569
2022年04月02日 03:00,122.569,122.637,122.557,122.624
2022年04月02日 03:10,122.624,122.649,122.6,122.613
2022年04月02日 03:20,122.613,122.651,122.604,122.636
2022年04月02日 03:30,122.635,122.638,122.609,122.629
2022年04月02日 03:40,122.629,122.634,122.59,122.598
2022年04月02日 03:50,122.598,122.618,122.577,122.616
2022年04月02日 04:00,122.616,122.618,122.553,122.567
2022年04月02日 04:10,122.567,122.581,122.464,122.468
2022年04月02日 04:20,122.468,122.499,122.456,122.495
2022年04月02日 04:30,122.495,122.52,122.492,122.508
2022年04月02日 04:40,122.508,122.521,122.491,122.508
2022年04月02日 04:50,122.508,122.553,122.496,122.536
2022年04月02日 05:00,122.535,122.542,122.492,122.499
2022年04月02日 05:10,122.499,122.502,122.484,122.493
2022年04月02日 05:20,122.493,122.497,122.454,122.465
2022年04月02日 05:30,122.465,122.526,122.464,122.523
2022年04月02日 05:40,122.523,122.55,122.508,122.511
2022年04月02日 05:50,122.511,122.578,122.447,122.447
2022年04月04日 07:00,122.534,122.707,122.528,122.693
2022年04月04日 07:10,122.693,122.725,122.621,122.625
2022年04月04日 07:20,122.623,122.724,122.583,122.706
2022年04月04日 07:30,122.708,122.734,122.66,122.681
2022年04月04日 07:40,122.679,122.708,122.632,122.667
2022年04月04日 07:50,122.666,122.684,122.624,122.658
2022年04月04日 08:00,122.657,122.678,122.576,122.628
2022年04月04日 08:10,122.628,122.636,122.598,122.613
2022年04月04日 08:20,122.614,122.622,122.578,122.615
2022年04月04日 08:30,122.614,122.668,122.579,122.658
2022年04月04日 08:40,122.658,122.689,122.603,122.621
2022年04月04日 08:50,122.622,122.637,122.585,122.631
2022年04月04日 09:00,122.631,122.636,122.431,122.475
2022年04月04日 09:10,122.474,122.499,122.3,122.322
2022年04月04日 09:20,122.32,122.381,122.26,122.373
2022年04月04日 09:30,122.374,122.404,122.294,122.341
2022年04月04日 09:40,122.34,122.389,122.314,122.339
2022年04月04日 09:50,122.339,122.436,122.286,122.399
2022年04月04日 10:00,122.399,122.463,122.376,122.462
2022年04月04日 10:10,122.463,122.512,122.443,122.483
2022年04月04日 10:20,122.483,122.483,122.397,122.429
2022年04月04日 10:30,122.429,122.495,122.388,122.44
2022年04月04日 10:40,122.44,122.535,122.44,122.528
2022年04月04日 10:50,122.529,122.576,122.511,122.57
2022年04月04日 11:00,122.569,122.626,122.553,122.584
2022年04月04日 11:10,122.584,122.668,122.576,122.624
2022年04月04日 11:20,122.625,122.625,122.566,122.602
2022年04月04日 11:30,122.602,122.609,122.564,122.585
2022年04月04日 11:40,122.585,122.685,122.585,122.66
2022年04月04日 11:50,122.661,122.701,122.65,122.65
2022年04月04日 12:00,122.65,122.673,122.624,122.626
2022年04月04日 12:10,122.626,122.64,122.604,122.631
2022年04月04日 12:20,122.631,122.634,122.613,122.626
2022年04月04日 12:30,122.625,122.687,122.622,122.638
2022年04月04日 12:40,122.639,122.685,122.637,122.673
2022年04月04日 12:50,122.672,122.772,122.642,122.729
2022年04月04日 13:00,122.731,122.76,122.685,122.701
2022年04月04日 13:10,122.7,122.703,122.638,122.652
2022年04月04日 13:20,122.652,122.661,122.61,122.645
2022年04月04日 13:30,122.645,122.653,122.572,122.595
2022年04月04日 13:40,122.595,122.631,122.587,122.623
2022年04月04日 13:50,122.622,122.643,122.559,122.591
2022年04月04日 14:00,122.591,122.595,122.546,122.561
2022年04月04日 14:10,122.561,122.632,122.549,122.624
2022年04月04日 14:20,122.623,122.659,122.608,122.654
2022年04月04日 14:30,122.653,122.673,122.638,122.64
2022年04月04日 14:40,122.638,122.651,122.611,122.637
2022年04月04日 14:50,122.638,122.685,122.637,122.659
2022年04月04日 15:00,122.661,122.666,122.66,122.662
2022年04月04日 15:00,122.661,122.792,122.655,122.784
2022年04月04日 15:10,122.784,122.795,122.689,122.712
2022年04月04日 15:20,122.712,122.737,122.699,122.734
2022年04月04日 15:30,122.734,122.735,122.623,122.648
2022年04月04日 15:40,122.649,122.681,122.631,122.664
2022年04月04日 15:50,122.663,122.699,122.634,122.642
2022年04月04日 16:00,122.642,122.694,122.547,122.572
2022年04月04日 16:10,122.572,122.59,122.527,122.562
2022年04月04日 16:20,122.562,122.583,122.496,122.538
2022年04月04日 16:30,122.542,122.626,122.542,122.611
2022年04月04日 16:40,122.61,122.62,122.575,122.598
2022年04月04日 16:50,122.598,122.665,122.586,122.648
2022年04月04日 17:00,122.648,122.648,122.505,122.589
2022年04月04日 17:10,122.588,122.619,122.556,122.557
2022年04月04日 17:20,122.557,122.593,122.516,122.55
2022年04月04日 17:30,122.55,122.632,122.529,122.617
2022年04月04日 17:40,122.616,122.616,122.583,122.608
2022年04月04日 17:50,122.607,122.645,122.598,122.622
2022年04月04日 18:00,122.621,122.635,122.556,122.616
2022年04月04日 18:10,122.616,122.627,122.588,122.612
2022年04月04日 18:20,122.612,122.637,122.583,122.629
2022年04月04日 18:30,122.629,122.637,122.604,122.607
2022年04月04日 18:40,122.606,122.623,122.583,122.612
2022年04月04日 18:50,122.612,122.616,122.558,122.565
2022年04月04日 19:00,122.565,122.601,122.563,122.593
2022年04月04日 19:10,122.593,122.624,122.59,122.607
2022年04月04日 19:20,122.607,122.685,122.591,122.662
2022年04月04日 19:30,122.662,122.746,122.653,122.744
2022年04月04日 19:40,122.744,122.761,122.714,122.716
2022年04月04日 19:50,122.714,122.829,122.676,122.805
2022年04月04日 20:00,122.805,122.809,122.755,122.791
2022年04月04日 20:10,122.79,122.801,122.731,122.748
2022年04月04日 20:20,122.748,122.768,122.702,122.712
2022年04月04日 20:30,122.713,122.749,122.704,122.736
2022年04月04日 20:40,122.736,122.791,122.73,122.771
2022年04月04日 20:50,122.771,122.799,122.752,122.78
2022年04月04日 21:00,122.779,122.784,122.666,122.684
2022年04月04日 21:10,122.684,122.745,122.672,122.74
2022年04月04日 21:20,122.741,122.746,122.692,122.709
2022年04月04日 21:30,122.709,122.736,122.649,122.651
2022年04月04日 21:40,122.652,122.685,122.642,122.657
2022年04月04日 21:50,122.657,122.674,122.6,122.631
2022年04月04日 22:00,122.631,122.686,122.619,122.651
2022年04月04日 22:10,122.651,122.711,122.643,122.709
2022年04月04日 22:20,122.708,122.734,122.686,122.707
2022年04月04日 22:30,122.707,122.774,122.69,122.701
2022年04月04日 22:40,122.701,122.728,122.664,122.685
2022年04月04日 22:50,122.685,122.756,122.667,122.751
2022年04月04日 23:00,122.752,122.944,122.748,122.905
2022年04月04日 23:10,122.899,122.944,122.842,122.867
2022年04月04日 23:20,122.866,122.879,122.827,122.87
2022年04月04日 23:30,122.87,122.92,122.831,122.857
2022年04月04日 23:40,122.857,122.857,122.708,122.749
2022年04月04日 23:50,122.749,122.767,122.697,122.733
2022年04月05日 00:00,122.734,122.769,122.688,122.767
2022年04月05日 00:10,122.768,122.769,122.711,122.741
2022年04月05日 00:20,122.741,122.768,122.703,122.719
2022年04月05日 00:30,122.719,122.724,122.668,122.693
2022年04月05日 00:40,122.693,122.741,122.69,122.722
2022年04月05日 00:50,122.724,122.74,122.693,122.718
2022年04月05日 01:00,122.718,122.769,122.695,122.764
2022年04月05日 01:10,122.763,122.774,122.738,122.771
2022年04月05日 01:20,122.771,122.788,122.748,122.774
2022年04月05日 01:30,122.774,122.82,122.771,122.781
2022年04月05日 01:40,122.781,122.811,122.756,122.802
2022年04月05日 01:50,122.802,122.806,122.725,122.741
2022年04月05日 02:00,122.741,122.774,122.696,122.7
2022年04月05日 02:10,122.7,122.734,122.673,122.716
2022年04月05日 02:20,122.717,122.744,122.709,122.731
2022年04月05日 02:30,122.731,122.77,122.73,122.754
2022年04月05日 02:40,122.754,122.779,122.749,122.769
2022年04月05日 02:50,122.769,122.791,122.755,122.783
2022年04月05日 03:00,122.784,122.784,122.784,122.784
2022年04月05日 03:00,122.784,122.799,122.748,122.757
2022年04月05日 03:10,122.758,122.789,122.751,122.755
2022年04月05日 03:20,122.755,122.76,122.737,122.745
2022年04月05日 03:30,122.745,122.769,122.737,122.755
2022年04月05日 03:40,122.755,122.79,122.751,122.787
2022年04月05日 03:50,122.787,122.811,122.766,122.805
2022年04月05日 04:00,122.805,122.832,122.785,122.796
2022年04月05日 04:10,122.797,122.81,122.749,122.762
2022年04月05日 04:20,122.762,122.791,122.752,122.788
2022年04月05日 04:30,122.788,122.799,122.768,122.782
2022年04月05日 04:40,122.782,122.801,122.763,122.765
2022年04月05日 04:50,122.766,122.784,122.757,122.762
2022年04月05日 05:00,122.761,122.779,122.74,122.771
2022年04月05日 05:10,122.771,122.792,122.764,122.77
2022年04月05日 05:20,122.769,122.769,122.73,122.736
2022年04月05日 05:30,122.736,122.759,122.733,122.757
2022年04月05日 05:40,122.757,122.764,122.739,122.76
2022年04月05日 05:50,122.76,122.781,122.747,122.78
2022年04月05日 06:00,122.781,122.781,122.763,122.777
2022年04月05日 06:10,122.761,122.785,122.761,122.785
2022年04月05日 06:20,122.785,122.79,122.777,122.781
2022年04月05日 06:30,122.78,122.785,122.772,122.785
2022年04月05日 06:40,122.785,122.785,122.778,122.785
2022年04月05日 06:50,122.784,122.79,122.783,122.785
2022年04月05日 07:00,122.785,122.795,122.768,122.769
2022年04月05日 07:10,122.769,122.77,122.719,122.735
2022年04月05日 07:20,122.735,122.785,122.734,122.775
2022年04月05日 07:30,122.775,122.78,122.72,122.737
2022年04月05日 07:40,122.736,122.75,122.728,122.742
2022年04月05日 07:50,122.742,122.752,122.734,122.735
2022年04月05日 08:00,122.736,122.774,122.735,122.77
2022年04月05日 08:10,122.77,122.801,122.75,122.764
2022年04月05日 08:20,122.764,122.804,122.761,122.783
2022年04月05日 08:30,122.784,122.794,122.777,122.778
2022年04月05日 08:40,122.779,122.789,122.75,122.758
2022年04月05日 08:50,122.759,122.812,122.757,122.793
2022年04月05日 09:00,122.792,122.805,122.679,122.77
2022年04月05日 09:10,122.771,122.822,122.724,122.778
2022年04月05日 09:20,122.779,122.858,122.769,122.806
2022年04月05日 09:30,122.813,122.824,122.717,122.733
2022年04月05日 09:40,122.734,122.736,122.372,122.52
2022年04月05日 09:50,122.519,122.595,122.496,122.56
2022年04月05日 10:00,122.559,122.589,122.489,122.575
2022年04月05日 10:10,122.575,122.633,122.548,122.563
2022年04月05日 10:20,122.563,122.569,122.47,122.491
2022年04月05日 10:30,122.494,122.571,122.466,122.546
2022年04月05日 10:40,122.547,122.622,122.546,122.598
2022年04月05日 10:50,122.599,122.629,122.539,122.551
2022年04月05日 11:00,122.55,122.558,122.52,122.544
2022年04月05日 11:10,122.543,122.56,122.518,122.531
2022年04月05日 11:20,122.531,122.538,122.486,122.503
2022年04月05日 11:30,122.503,122.545,122.497,122.525
2022年04月05日 11:40,122.525,122.568,122.525,122.566
2022年04月05日 11:50,122.566,122.581,122.551,122.58
2022年04月05日 12:00,122.58,122.591,122.542,122.544
2022年04月05日 12:10,122.544,122.552,122.501,122.512
2022年04月05日 12:20,122.513,122.529,122.477,122.523
2022年04月05日 12:30,122.52,122.536,122.505,122.535
2022年04月05日 12:40,122.535,122.547,122.516,122.538
2022年04月05日 12:50,122.54,122.555,122.515,122.516
2022年04月05日 13:00,122.517,122.538,122.506,122.51
2022年04月05日 13:10,122.51,122.54,122.492,122.53
2022年04月05日 13:20,122.53,122.551,122.52,122.521
2022年04月05日 13:30,122.522,122.552,122.486,122.552
2022年04月05日 13:40,122.551,122.616,122.55,122.558
2022年04月05日 13:50,122.558,122.57,122.494,122.543
2022年04月05日 14:00,122.542,122.578,122.526,122.528
2022年04月05日 14:10,122.529,122.539,122.492,122.514
2022年04月05日 14:20,122.515,122.529,122.498,122.505
2022年04月05日 14:30,122.507,122.508,122.424,122.452
2022年04月05日 14:40,122.452,122.466,122.432,122.439
2022年04月05日 14:50,122.439,122.5,122.428,122.498
2022年04月05日 15:00,122.502,122.505,122.492,122.498
2022年04月05日 15:00,122.502,122.557,122.487,122.537
2022年04月05日 15:10,122.538,122.57,122.529,122.559
2022年04月05日 15:20,122.559,122.593,122.549,122.552
2022年04月05日 15:30,122.552,122.588,122.528,122.532
2022年04月05日 15:40,122.532,122.588,122.52,122.586
2022年04月05日 15:50,122.586,122.595,122.547,122.578
2022年04月05日 16:00,122.578,122.678,122.568,122.651
2022年04月05日 16:10,122.652,122.743,122.637,122.734
2022年04月05日 16:20,122.735,122.828,122.707,122.785
2022年04月05日 16:30,122.785,122.846,122.759,122.837
2022年04月05日 16:40,122.839,122.993,122.833,122.974
2022年04月05日 16:50,122.976,122.98,122.886,122.905
2022年04月05日 17:00,122.905,122.949,122.855,122.939
2022年04月05日 17:10,122.938,122.943,122.871,122.885
2022年04月05日 17:20,122.885,122.889,122.778,122.83
2022年04月05日 17:30,122.83,122.854,122.789,122.84
2022年04月05日 17:40,122.839,122.869,122.796,122.809
2022年04月05日 17:50,122.814,122.834,122.792,122.82
2022年04月05日 18:00,122.82,122.824,122.757,122.793
2022年04月05日 18:10,122.793,122.793,122.69,122.725
2022年04月05日 18:20,122.725,122.792,122.725,122.784
2022年04月05日 18:30,122.784,122.838,122.762,122.81
2022年04月05日 18:40,122.81,122.836,122.771,122.795
2022年04月05日 18:50,122.788,122.825,122.782,122.819
2022年04月05日 19:00,122.819,122.875,122.813,122.872
2022年04月05日 19:10,122.871,122.883,122.848,122.883
2022年04月05日 19:20,122.884,122.939,122.882,122.935
2022年04月05日 19:30,122.935,122.983,122.896,122.925
2022年04月05日 19:40,122.926,122.944,122.871,122.909
2022年04月05日 19:50,122.909,122.932,122.874,122.889
2022年04月05日 20:00,122.889,122.972,122.888,122.932
2022年04月05日 20:10,122.932,122.939,122.834,122.845
2022年04月05日 20:20,122.845,122.891,122.809,122.861
2022年04月05日 20:30,122.862,122.912,122.842,122.911
2022年04月05日 20:40,122.911,122.951,122.885,122.948
2022年04月05日 20:50,122.948,122.957,122.919,122.922
2022年04月05日 21:00,122.921,122.922,122.866,122.873
2022年04月05日 21:10,122.873,122.91,122.825,122.91
2022年04月05日 21:20,122.911,122.926,122.891,122.907
2022年04月05日 21:30,122.907,122.995,122.875,122.963
2022年04月05日 21:40,122.963,122.977,122.788,122.835
2022年04月05日 21:50,122.835,122.889,122.818,122.829
2022年04月05日 22:00,122.828,122.832,122.746,122.813
2022年04月05日 22:10,122.811,122.881,122.776,122.857
2022年04月05日 22:20,122.856,122.86,122.804,122.82
2022年04月05日 22:30,122.819,122.845,122.751,122.772
2022年04月05日 22:40,122.772,122.826,122.762,122.791
2022年04月05日 22:50,122.791,122.872,122.79,122.837
2022年04月05日 23:00,122.837,122.938,122.79,122.855
2022年04月05日 23:10,122.861,123.236,122.861,123.23
2022年04月05日 23:20,123.23,123.338,123.198,123.274
2022年04月05日 23:30,123.276,123.425,123.227,123.415
2022年04月05日 23:40,123.414,123.441,123.309,123.364
2022年04月05日 23:50,123.364,123.366,123.238,123.299
2022年04月06日 00:00,123.299,123.323,123.258,123.31
2022年04月06日 00:10,123.311,123.385,123.307,123.371
2022年04月06日 00:20,123.371,123.384,123.334,123.369
2022年04月06日 00:30,123.369,123.403,123.351,123.356
2022年04月06日 00:40,123.356,123.453,123.32,123.442
2022年04月06日 00:50,123.441,123.489,123.419,123.486
2022年04月06日 01:00,123.486,123.563,123.477,123.548
2022年04月06日 01:10,123.548,123.548,123.499,123.503
2022年04月06日 01:20,123.503,123.55,123.5,123.512
2022年04月06日 01:30,123.513,123.557,123.504,123.531
2022年04月06日 01:40,123.532,123.592,123.523,123.569
2022年04月06日 01:50,123.569,123.583,123.54,123.58
2022年04月06日 02:00,123.581,123.633,123.574,123.579
2022年04月06日 02:10,123.578,123.668,123.572,123.601
2022年04月06日 02:20,123.601,123.609,123.547,123.572
2022年04月06日 02:30,123.572,123.612,123.567,123.607
2022年04月06日 02:40,123.607,123.636,123.573,123.632
2022年04月06日 02:50,123.633,123.653,123.596,123.641
2022年04月06日 03:00,123.641,123.641,123.639,123.64
2022年04月06日 03:00,123.641,123.644,123.568,123.573
2022年04月06日 03:10,123.573,123.6,123.559,123.597
2022年04月06日 03:20,123.596,123.619,123.583,123.616
2022年04月06日 03:30,123.616,123.644,123.609,123.622
2022年04月06日 03:40,123.622,123.648,123.595,123.627
2022年04月06日 03:50,123.626,123.63,123.57,123.598
2022年04月06日 04:00,123.598,123.617,123.56,123.571
2022年04月06日 04:10,123.571,123.637,123.571,123.62
2022年04月06日 04:20,123.62,123.646,123.618,123.634
2022年04月06日 04:30,123.634,123.635,123.597,123.6
2022年04月06日 04:40,123.6,123.634,123.587,123.618
2022年04月06日 04:50,123.618,123.64,123.594,123.606
2022年04月06日 05:00,123.606,123.624,123.59,123.597
2022年04月06日 05:10,123.597,123.639,123.594,123.604
2022年04月06日 05:20,123.604,123.629,123.601,123.621
2022年04月06日 05:30,123.621,123.624,123.581,123.611
2022年04月06日 05:40,123.611,123.627,123.587,123.623
2022年04月06日 05:50,123.622,123.623,123.581,123.6
2022年04月06日 06:00,123.6,123.602,123.427,123.452
2022年04月06日 06:10,123.462,123.547,123.462,123.547
2022年04月06日 06:20,123.547,123.579,123.538,123.547
2022年04月06日 06:30,123.547,123.597,123.547,123.586
2022年04月06日 06:40,123.586,123.596,123.552,123.591
2022年04月06日 06:50,123.596,123.596,123.568,123.577
2022年04月06日 07:00,123.577,123.643,123.577,123.641
2022年04月06日 07:10,123.642,123.685,123.599,123.613
2022年04月06日 07:20,123.613,123.628,123.562,123.569
2022年04月06日 07:30,123.569,123.634,123.567,123.596
2022年04月06日 07:40,123.596,123.623,123.582,123.592
2022年04月06日 07:50,123.591,123.614,123.571,123.603
2022年04月06日 08:00,123.603,123.61,123.576,123.588
2022年04月06日 08:10,123.586,123.588,123.523,123.548
2022年04月06日 08:20,123.548,123.624,123.547,123.622
2022年04月06日 08:30,123.622,123.634,123.587,123.628
2022年04月06日 08:40,123.629,123.634,123.601,123.621
2022年04月06日 08:50,123.621,123.713,123.617,123.655
2022年04月06日 09:00,123.654,123.704,123.573,123.677
2022年04月06日 09:10,123.677,123.761,123.657,123.703
2022年04月06日 09:20,123.704,123.775,123.699,123.749
2022年04月06日 09:30,123.749,123.793,123.732,123.762
2022年04月06日 09:40,123.763,123.844,123.751,123.831
2022年04月06日 09:50,123.831,123.888,123.811,123.83
2022年04月06日 10:00,123.831,123.984,123.814,123.978
2022年04月06日 10:10,123.977,123.995,123.897,123.961
2022年04月06日 10:20,123.96,123.99,123.93,123.946
2022年04月06日 10:30,123.946,123.975,123.908,123.946
2022年04月06日 10:40,123.946,123.97,123.923,123.947
2022年04月06日 10:50,123.947,123.974,123.914,123.933
2022年04月06日 11:00,123.934,123.996,123.929,123.964
2022年04月06日 11:10,123.964,124.033,123.954,124.017
2022年04月06日 11:20,124.017,124.031,123.99,124.022
2022年04月06日 11:30,124.023,124.049,124.003,124.02
2022年04月06日 11:40,124.02,124.033,123.64,123.83
2022年04月06日 11:50,123.831,123.912,123.831,123.886
2022年04月06日 12:00,123.886,123.907,123.793,123.8
2022年04月06日 12:10,123.8,123.89,123.788,123.852
2022年04月06日 12:20,123.852,123.869,123.818,123.858
2022年04月06日 12:30,123.858,123.883,123.792,123.808
2022年04月06日 12:40,123.808,123.831,123.801,123.815
2022年04月06日 12:50,123.815,123.815,123.72,123.75
2022年04月06日 13:00,123.751,123.819,123.738,123.818
2022年04月06日 13:10,123.818,123.861,123.807,123.849
2022年04月06日 13:20,123.849,123.915,123.847,123.905
2022年04月06日 13:30,123.905,123.922,123.89,123.905
2022年04月06日 13:40,123.905,123.916,123.841,123.85
2022年04月06日 13:50,123.85,123.905,123.844,123.879
2022年04月06日 14:00,123.879,123.901,123.829,123.851
2022年04月06日 14:10,123.851,123.892,123.832,123.866
2022年04月06日 14:20,123.867,123.902,123.86,123.897
2022年04月06日 14:30,123.896,123.897,123.855,123.889
2022年04月06日 14:40,123.888,123.939,123.886,123.926
2022年04月06日 14:50,123.926,123.958,123.916,123.951
2022年04月06日 15:00,123.95,123.951,123.943,123.945
2022年04月06日 15:00,123.95,123.999,123.929,123.993
2022年04月06日 15:10,123.994,124.003,123.952,123.961
2022年04月06日 15:20,123.96,123.991,123.932,123.963
2022年04月06日 15:30,123.964,123.978,123.908,123.931
2022年04月06日 15:40,123.93,123.94,123.878,123.881
2022年04月06日 15:50,123.882,123.952,123.88,123.929
2022年04月06日 16:00,123.929,124.0,123.88,123.987
2022年04月06日 16:10,123.987,124.022,123.879,123.898
2022年04月06日 16:20,123.896,123.955,123.841,123.944
