日付,始値,高値,安値,終値
2022年04月29日 07:00,130.837,130.865,130.793,130.797
2022年04月29日 07:10,130.797,130.947,130.797,130.905
2022年04月29日 07:20,130.899,130.907,130.807,130.832
2022年04月29日 07:30,130.833,130.88,130.828,130.867
2022年04月29日 07:40,130.866,130.883,130.834,130.881
2022年04月29日 07:50,130.881,130.892,130.862,130.89
2022年04月29日 08:00,130.891,130.9,130.815,130.84
2022年04月29日 08:10,130.84,130.858,130.822,130.832
2022年04月29日 08:20,130.831,130.853,130.771,130.807
2022年04月29日 08:30,130.806,130.874,130.781,130.861
2022年04月29日 08:40,130.86,130.869,130.785,130.787
2022年04月29日 08:50,130.786,130.814,130.77,130.783
2022年04月29日 09:00,130.783,130.821,130.666,130.668
2022年04月29日 09:10,130.669,130.696,130.567,130.658
2022年04月29日 09:20,130.653,130.755,130.653,130.722
2022年04月29日 09:30,130.721,130.736,130.619,130.651
2022年04月29日 09:40,130.653,130.732,130.647,130.695
2022年04月29日 09:50,130.695,130.699,130.537,130.574
2022年04月29日 10:00,130.573,130.599,130.517,130.549
2022年04月29日 10:10,130.557,130.561,130.454,130.508
2022年04月29日 10:20,130.508,130.514,130.364,130.382
2022年04月29日 10:30,130.387,130.528,130.387,130.517
2022年04月29日 10:40,130.517,130.572,130.489,130.562
2022年04月29日 10:50,130.562,130.688,130.538,130.673
2022年04月29日 11:00,130.672,130.691,130.628,130.654
2022年04月29日 11:10,130.657,130.713,130.638,130.646
2022年04月29日 11:20,130.646,130.795,130.646,130.767
2022年04月29日 11:30,130.769,130.776,130.637,130.697
2022年04月29日 11:40,130.697,130.781,130.678,130.761
2022年04月29日 11:50,130.76,130.76,130.675,130.736
2022年04月29日 12:00,130.736,130.74,130.645,130.658
2022年04月29日 12:10,130.658,130.732,130.648,130.713
2022年04月29日 12:20,130.713,130.743,130.643,130.685
2022年04月29日 12:30,130.685,130.688,130.567,130.596
2022年04月29日 12:40,130.597,130.665,130.595,130.614
2022年04月29日 12:50,130.614,130.675,130.605,130.637
2022年04月29日 13:00,130.636,130.663,130.612,130.616
2022年04月29日 13:10,130.617,130.651,130.53,130.552
2022年04月29日 13:20,130.552,130.621,130.551,130.579
2022年04月29日 13:30,130.579,130.595,130.539,130.555
2022年04月29日 13:40,130.556,130.563,130.498,130.525
2022年04月29日 13:50,130.525,130.565,130.46,130.534
2022年04月29日 14:00,130.533,130.562,130.473,130.473
2022年04月29日 14:10,130.475,130.478,130.381,130.404
2022年04月29日 14:20,130.404,130.484,130.356,130.482
2022年04月29日 14:30,130.483,130.546,130.461,130.522
2022年04月29日 14:40,130.522,130.538,130.469,130.491
2022年04月29日 14:50,130.49,130.491,130.445,130.446
2022年04月29日 14:50,130.49,130.491,130.363,130.385
2022年04月29日 15:00,130.385,130.471,130.382,130.413
2022年04月29日 15:10,130.414,130.423,130.25,130.284
2022年04月29日 15:20,130.283,130.309,130.169,130.238
2022年04月29日 15:30,130.239,130.316,130.237,130.271
2022年04月29日 15:40,130.272,130.363,130.271,130.328
2022年04月29日 15:50,130.328,130.38,130.217,130.245
2022年04月29日 16:00,130.246,130.331,130.153,130.216
2022年04月29日 16:10,130.217,130.362,130.18,130.331
2022年04月29日 16:20,130.331,130.339,130.143,130.219
2022年04月29日 16:30,130.219,130.266,130.065,130.088
2022年04月29日 16:40,130.088,130.172,130.03,130.17
2022年04月29日 16:50,130.17,130.179,129.98,130.009
2022年04月29日 17:00,130.01,130.051,129.789,129.832
2022年04月29日 17:10,129.831,129.936,129.765,129.849
2022年04月29日 17:20,129.848,129.896,129.793,129.835
2022年04月29日 17:30,129.836,129.975,129.807,129.961
2022年04月29日 17:40,129.959,130.04,129.899,130.033
2022年04月29日 17:50,130.03,130.201,130.01,130.101
2022年04月29日 18:00,130.102,130.224,130.097,130.209
2022年04月29日 18:10,130.209,130.326,130.196,130.251
2022年04月29日 18:20,130.25,130.38,130.224,130.349
2022年04月29日 18:30,130.349,130.447,130.312,130.429
2022年04月29日 18:40,130.438,130.493,130.361,130.371
2022年04月29日 18:50,130.367,130.397,130.278,130.299
2022年04月29日 19:00,130.3,130.342,130.212,130.326
2022年04月29日 19:10,130.326,130.421,130.316,130.384
2022年04月29日 19:20,130.384,130.385,130.168,130.176
2022年04月29日 19:30,130.176,130.251,130.143,130.178
2022年04月29日 19:40,130.177,130.193,130.043,130.116
2022年04月29日 19:50,130.116,130.171,130.06,130.095
2022年04月29日 20:00,130.095,130.095,129.889,130.055
2022年04月29日 20:10,130.054,130.089,129.939,129.968
2022年04月29日 20:20,129.968,130.059,129.848,129.9
2022年04月29日 20:30,129.9,130.01,129.85,129.889
2022年04月29日 20:40,129.889,130.076,129.834,130.046
2022年04月29日 20:50,130.047,130.071,129.968,130.0
2022年04月29日 21:00,129.993,130.13,129.989,130.04
2022年04月29日 21:10,130.042,130.092,129.945,130.061
2022年04月29日 21:20,130.06,130.147,130.037,130.121
2022年04月29日 21:30,130.062,130.371,130.062,130.251
2022年04月29日 21:40,130.249,130.287,130.089,130.131
2022年04月29日 21:50,130.131,130.216,130.045,130.082
2022年04月29日 22:00,130.083,130.254,130.083,130.25
2022年04月29日 22:10,130.248,130.272,130.151,130.208
2022年04月29日 22:20,130.209,130.323,130.139,130.3
2022年04月29日 22:30,130.3,130.381,130.234,130.305
2022年04月29日 22:40,130.305,130.32,130.093,130.105
2022年04月29日 22:50,130.105,130.155,130.051,130.062
2022年04月29日 23:00,130.062,130.191,129.982,130.159
2022年04月29日 23:10,130.16,130.181,130.033,130.098
2022年04月29日 23:20,130.099,130.113,130.004,130.06
2022年04月29日 23:30,130.06,130.091,129.958,129.981
2022年04月29日 23:40,129.98,130.027,129.835,129.892
2022年04月29日 23:50,129.89,129.899,129.461,129.648
2022年04月30日 00:00,129.651,129.751,129.36,129.667
2022年04月30日 00:10,129.667,129.812,129.645,129.786
2022年04月30日 00:20,129.786,129.83,129.724,129.789
2022年04月30日 00:30,129.789,129.849,129.769,129.819
2022年04月30日 00:40,129.819,129.866,129.733,129.751
2022年04月30日 00:50,129.751,129.815,129.75,129.812
2022年04月30日 01:00,129.812,129.86,129.763,129.808
2022年04月30日 01:10,129.808,129.871,129.799,129.814
2022年04月30日 01:20,129.814,129.826,129.716,129.81
2022年04月30日 01:30,129.81,129.831,129.765,129.806
2022年04月30日 01:40,129.806,129.811,129.731,129.736
2022年04月30日 01:50,129.736,129.768,129.624,129.671
2022年04月30日 02:00,129.67,129.695,129.586,129.596
2022年04月30日 02:10,129.597,129.626,129.486,129.488
2022年04月30日 02:20,129.488,129.545,129.417,129.419
2022年04月30日 02:30,129.418,129.566,129.407,129.511
2022年04月30日 02:40,129.511,129.536,129.312,129.363
2022年04月30日 02:50,129.363,129.507,129.338,129.498
2022年04月30日 03:00,129.498,129.499,129.488,129.488
2022年04月30日 03:00,129.498,129.529,129.427,129.489
2022年04月30日 03:10,129.489,129.544,129.372,129.391
2022年04月30日 03:20,129.392,129.444,129.386,129.424
2022年04月30日 03:30,129.425,129.497,129.4,129.463
2022年04月30日 03:40,129.463,129.503,129.403,129.432
2022年04月30日 03:50,129.43,129.451,129.354,129.439
2022年04月30日 04:00,129.44,129.559,129.43,129.537
2022年04月30日 04:10,129.536,129.6,129.494,129.595
2022年04月30日 04:20,129.595,129.714,129.57,129.699
2022年04月30日 04:30,129.7,129.767,129.658,129.757
2022年04月30日 04:40,129.758,129.798,129.724,129.764
2022年04月30日 04:50,129.76,129.807,129.73,129.759
2022年04月30日 05:00,129.759,129.825,129.754,129.803
2022年04月30日 05:10,129.803,129.871,129.791,129.869
2022年04月30日 05:20,129.868,129.87,129.843,129.854
2022年04月30日 05:30,129.854,129.9,129.848,129.9
2022年04月30日 05:40,129.901,129.913,129.83,129.852
2022年04月30日 05:50,129.851,129.915,129.547,129.597
2022年05月02日 07:00,129.855,130.081,129.809,130.055
2022年05月02日 07:10,130.055,130.246,129.996,130.188
2022年05月02日 07:20,130.188,130.291,130.143,130.284
2022年05月02日 07:30,130.285,130.295,130.078,130.099
2022年05月02日 07:40,130.098,130.167,130.049,130.066
2022年05月02日 07:50,130.065,130.134,130.019,130.134
2022年05月02日 08:00,130.135,130.146,129.977,129.992
2022年05月02日 08:10,129.992,130.077,129.979,130.022
2022年05月02日 08:20,130.022,130.069,129.961,130.038
2022年05月02日 08:30,130.04,130.042,129.895,129.906
2022年05月02日 08:40,129.909,129.952,129.847,129.909
2022年05月02日 08:50,129.91,130.03,129.898,129.999
2022年05月02日 09:00,129.999,130.059,129.773,129.786
2022年05月02日 09:10,129.787,129.8,129.603,129.649
2022年05月02日 09:20,129.65,129.785,129.609,129.757
2022年05月02日 09:30,129.757,129.845,129.723,129.828
2022年05月02日 09:40,129.828,129.941,129.807,129.923
2022年05月02日 09:50,129.923,130.107,129.899,130.057
2022年05月02日 10:00,130.058,130.083,129.947,129.99
2022年05月02日 10:10,129.991,130.158,129.986,130.09
2022年05月02日 10:20,130.091,130.198,130.082,130.12
2022年05月02日 10:30,130.119,130.136,130.054,130.066
2022年05月02日 10:40,130.067,130.185,130.03,130.156
2022年05月02日 10:50,130.156,130.236,130.116,130.181
2022年05月02日 11:00,130.18,130.189,130.102,130.162
2022年05月02日 11:10,130.162,130.196,130.11,130.111
2022年05月02日 11:20,130.111,130.182,130.052,130.083
2022年05月02日 11:30,130.083,130.138,130.051,130.064
2022年05月02日 11:40,130.064,130.078,129.989,130.066
2022年05月02日 11:50,130.065,130.148,130.05,130.14
2022年05月02日 12:00,130.14,130.218,130.119,130.198
2022年05月02日 12:10,130.197,130.296,130.169,130.268
2022年05月02日 12:20,130.268,130.355,130.207,130.342
2022年05月02日 12:30,130.342,130.368,130.292,130.308
2022年05月02日 12:40,130.307,130.308,130.24,130.28
2022年05月02日 12:50,130.279,130.288,130.218,130.281
2022年05月02日 13:00,130.281,130.328,130.266,130.281
2022年05月02日 13:10,130.282,130.319,130.249,130.3
2022年05月02日 13:20,130.301,130.318,130.293,130.312
2022年05月02日 13:30,130.31,130.397,130.306,130.368
2022年05月02日 13:40,130.367,130.37,130.3,130.344
2022年05月02日 13:50,130.344,130.384,130.343,130.383
2022年05月02日 14:00,130.382,130.425,130.362,130.381
2022年05月02日 14:10,130.381,130.4,130.343,130.363
2022年05月02日 14:20,130.363,130.395,130.341,130.385
2022年05月02日 14:30,130.384,130.402,130.34,130.342
2022年05月02日 14:40,130.343,130.405,130.34,130.378
2022年05月02日 14:50,130.378,130.416,130.348,130.408
2022年05月02日 15:00,130.405,130.417,130.403,130.413
2022年05月02日 15:00,130.405,130.476,130.385,130.446
2022年05月02日 15:10,130.446,130.475,130.407,130.408
2022年05月02日 15:20,130.41,130.414,130.283,130.308
2022年05月02日 15:30,130.31,130.354,130.284,130.32
2022年05月02日 15:40,130.319,130.39,130.301,130.346
2022年05月02日 15:50,130.347,130.361,130.254,130.301
2022年05月02日 16:00,130.302,130.313,130.168,130.201
2022年05月02日 16:10,130.201,130.22,130.126,130.206
2022年05月02日 16:20,130.206,130.272,130.19,130.243
2022年05月02日 16:30,130.242,130.265,130.16,130.242
2022年05月02日 16:40,130.242,130.255,130.141,130.155
2022年05月02日 16:50,130.157,130.188,130.068,130.109
2022年05月02日 17:00,130.108,130.15,130.071,130.136
2022年05月02日 17:10,130.136,130.164,130.074,130.107
2022年05月02日 17:20,130.108,130.143,130.078,130.098
2022年05月02日 17:30,130.098,130.103,130.021,130.027
2022年05月02日 17:40,130.027,130.053,129.95,129.972
2022年05月02日 17:50,129.972,130.078,129.917,130.043
2022年05月02日 18:00,130.043,130.112,130.0,130.061
2022年05月02日 18:10,130.061,130.096,130.01,130.086
2022年05月02日 18:20,130.085,130.091,129.875,129.899
2022年05月02日 18:30,129.9,129.932,129.821,129.833
2022年05月02日 18:40,129.835,129.93,129.828,129.873
2022年05月02日 18:50,129.873,129.921,129.845,129.866
2022年05月02日 19:00,129.865,129.929,129.863,129.923
2022年05月02日 19:10,129.923,129.976,129.923,129.966
2022年05月02日 19:20,129.967,130.033,129.947,130.002
2022年05月02日 19:30,130.001,130.03,129.965,129.977
2022年05月02日 19:40,129.977,129.978,129.869,129.875
2022年05月02日 19:50,129.876,129.923,129.871,129.875
2022年05月02日 20:00,129.877,129.897,129.846,129.869
2022年05月02日 20:10,129.869,129.961,129.846,129.917
2022年05月02日 20:20,129.917,129.949,129.856,129.935
2022年05月02日 20:30,129.938,129.999,129.924,129.935
2022年05月02日 20:40,129.934,129.989,129.906,129.907
2022年05月02日 20:50,129.908,129.94,129.842,129.891
2022年05月02日 21:00,129.892,129.923,129.787,129.805
2022年05月02日 21:10,129.805,129.844,129.754,129.842
2022年05月02日 21:20,129.844,129.844,129.689,129.766
2022年05月02日 21:30,129.767,129.932,129.766,129.927
2022年05月02日 21:40,129.927,130.074,129.906,130.035
2022年05月02日 21:50,130.036,130.154,130.005,130.114
2022年05月02日 22:00,130.114,130.123,130.004,130.03
2022年05月02日 22:10,130.033,130.078,129.986,130.062
2022年05月02日 22:20,130.062,130.111,130.011,130.062
2022年05月02日 22:30,130.062,130.143,130.031,130.143
2022年05月02日 22:40,130.151,130.158,130.032,130.071
2022年05月02日 22:50,130.071,130.151,130.062,130.141
2022年05月02日 23:00,130.141,130.195,129.949,130.186
2022年05月02日 23:10,130.185,130.195,130.106,130.136
2022年05月02日 23:20,130.136,130.172,130.076,130.135
2022年05月02日 23:30,130.133,130.145,130.045,130.095
2022年05月02日 23:40,130.095,130.162,130.051,130.135
2022年05月02日 23:50,130.136,130.238,130.114,130.228
2022年05月03日 00:00,130.228,130.241,130.177,130.213
2022年05月03日 00:10,130.213,130.302,130.207,130.274
2022年05月03日 00:20,130.274,130.346,130.241,130.252
2022年05月03日 00:30,130.252,130.297,130.25,130.276
2022年05月03日 00:40,130.277,130.295,130.229,130.242
2022年05月03日 00:50,130.243,130.255,130.172,130.197
2022年05月03日 01:00,130.197,130.202,130.143,130.174
2022年05月03日 01:10,130.174,130.176,130.111,130.138
2022年05月03日 01:20,130.139,130.152,130.102,130.115
2022年05月03日 01:30,130.115,130.166,130.073,130.08
2022年05月03日 01:40,130.081,130.15,130.075,130.075
2022年05月03日 01:50,130.074,130.199,130.071,130.168
2022年05月03日 02:00,130.168,130.194,130.143,130.184
2022年05月03日 02:10,130.185,130.224,130.179,130.211
2022年05月03日 02:20,130.211,130.23,130.173,130.203
2022年05月03日 02:30,130.204,130.229,130.18,130.202
2022年05月03日 02:40,130.201,130.231,130.185,130.191
2022年05月03日 02:50,130.192,130.195,130.116,130.169
2022年05月03日 03:00,130.168,130.168,130.165,130.167
2022年05月03日 03:00,130.168,130.169,130.113,130.119
2022年05月03日 03:10,130.121,130.125,130.084,130.099
2022年05月03日 03:20,130.099,130.151,130.095,130.126
2022年05月03日 03:30,130.125,130.127,130.075,130.106
2022年05月03日 03:40,130.107,130.153,130.106,130.143
2022年05月03日 03:50,130.143,130.165,130.089,130.135
2022年05月03日 04:00,130.135,130.185,130.125,130.176
2022年05月03日 04:10,130.174,130.252,130.172,130.204
2022年05月03日 04:20,130.206,130.218,130.165,130.175
2022年05月03日 04:30,130.175,130.191,130.113,130.142
2022年05月03日 04:40,130.142,130.169,130.134,130.152
2022年05月03日 04:50,130.152,130.202,130.121,130.202
2022年05月03日 05:00,130.204,130.207,130.168,130.173
2022年05月03日 05:10,130.173,130.174,130.143,130.144
2022年05月03日 05:20,130.144,130.164,130.126,130.163
2022年05月03日 05:30,130.164,130.174,130.141,130.141
2022年05月03日 05:40,130.141,130.179,130.137,130.158
2022年05月03日 05:50,130.158,130.184,130.024,130.096
2022年05月03日 06:00,130.09,130.112,130.084,130.112
2022年05月03日 06:10,130.099,130.127,130.099,130.127
2022年05月03日 06:20,130.127,130.165,130.127,130.163
2022年05月03日 06:30,130.163,130.182,130.163,130.182
2022年05月03日 06:40,130.182,130.182,130.182,130.182
2022年05月03日 06:50,130.182,130.195,130.177,130.195
2022年05月03日 07:00,130.198,130.206,130.131,130.159
2022年05月03日 07:10,130.159,130.188,130.143,130.173
2022年05月03日 07:20,130.172,130.179,130.138,130.149
2022年05月03日 07:30,130.151,130.159,130.085,130.119
2022年05月03日 07:40,130.119,130.144,130.115,130.128
2022年05月03日 07:50,130.128,130.149,130.115,130.144
2022年05月03日 08:00,130.144,130.212,130.144,130.188
2022年05月03日 08:10,130.187,130.198,130.17,130.186
2022年05月03日 08:20,130.186,130.192,130.164,130.169
2022年05月03日 08:30,130.169,130.169,130.118,130.136
2022年05月03日 08:40,130.134,130.154,130.132,130.136
2022年05月03日 08:50,130.136,130.146,130.093,130.103
2022年05月03日 09:00,130.103,130.103,129.975,129.994
2022年05月03日 09:10,129.994,130.09,129.99,130.086
2022年05月03日 09:20,130.087,130.087,129.988,130.002
2022年05月03日 09:30,130.003,130.068,129.972,130.058
2022年05月03日 09:40,130.058,130.092,129.999,130.006
2022年05月03日 09:50,130.006,130.039,129.85,129.902
2022年05月03日 10:00,129.906,129.992,129.895,129.972
2022年05月03日 10:10,129.972,129.991,129.927,129.974
2022年05月03日 10:20,129.974,129.992,129.934,129.934
2022年05月03日 10:30,129.934,130.039,129.92,130.021
2022年05月03日 10:40,130.021,130.043,129.994,130.011
2022年05月03日 10:50,130.014,130.025,129.933,129.939
2022年05月03日 11:00,129.94,130.015,129.921,130.007
